PMID,Title,DOI,Abstract
15156179,Core-binding factors in hematopoiesis and immune function.,10.1038/sj.onc.1207763,"Core binding factors are heterodimeric transcription factors containing a DNA binding Runx1, Runx2, or Runx3 subunit, along with a non DNA binding CBF beta subunit. All four subunits are required at one or more stages of hematopoiesis. This review describes the role of Runx1 and CBF beta in the initiation of hematopoiesis in the embryo, and in the emergence of hematopoietic stem cells. We also discuss the later stages of hematopoiesis for which members of the core binding factor family are required, as well as the recently described roles for these proteins in autoimmunity."
15168610,The membrane-bound electron transport system of Methanosarcina species.,10.1023/b:jobb.0000019598.64642.97,"Members of the genus Methanosarcina are strictly anaerobic archaea that derive their metabolic energy from the conversion of a restricted number of substrates to methane. H2 + CO2 are converted to CH4 via the CO2-reducing pathway, while methanol and methylamines are metabolized by the methylotrophic pathway. Two novel electron transport systems are involved in the process of methanogenesis. Both systems are able to use a heterodisulfide as electron acceptor and either H2 or F420H2 as electron acceptors and generate a proton-motive force by redox potential-driven H(+)-translocation. The H2:heterodisulfide oxidoreductase is composed of an F420-nonreducing hydrogenase and the heterodisulfide reductase. The latter protein is also part of the F420H2:heterodisulfide oxidoreductase system. The second component of this system is referred to as F420H2 dehydrogenase. The archaeal protein is a homologue of complex I of the respiratory chain from bacteria and mitochondria. This review focuses on the biochemical and genetic characteristics of the three energy-transducing enzymes and on the mechanisms of ion translocation."
15184119,"Protein engineering of toluene-o-xylene monooxygenase from Pseudomonas stutzeri OX1 for synthesizing 4-methylresorcinol, methylhydroquinone, and pyrogallol.",10.1128/AEM.70.6.3253-3262.2004,"Toluene-o-xylene monooxygenase (ToMO) from Pseudomonas stutzeri OX1 oxidizes toluene to 3- and 4-methylcatechol and oxidizes benzene to form phenol; in this study ToMO was found to also form catechol and 1,2,3-trihydroxybenzene (1,2,3-THB) from phenol. To synthesize novel dihydroxy and trihydroxy derivatives of benzene and toluene, DNA shuffling of the alpha-hydroxylase fragment of ToMO (TouA) and saturation mutagenesis of the TouA active site residues I100, Q141, T201, and F205 were used to generate random mutants. The mutants were initially identified by screening with a rapid agar plate assay and then were examined further by high-performance liquid chromatography and gas chromatography. Several regiospecific mutants with high rates of activity were identified; for example, Escherichia coli TG1/pBS(Kan)ToMO expressing the F205G TouA saturation mutagenesis variant formed 4-methylresorcinol (0.78 nmol/min/mg of protein), 3-methylcatechol (0.25 nmol/min/mg of protein), and methylhydroquinone (0.088 nmol/min/mg of protein) from o-cresol, whereas wild-type ToMO formed only 3-methylcatechol (1.1 nmol/min/mg of protein). From o-cresol, the I100Q saturation mutagenesis mutant and the M180T/E284G DNA shuffling mutant formed methylhydroquinone (0.50 and 0.19 nmol/min/mg of protein, respectively) and 3-methylcatechol (0.49 and 1.5 nmol/min/mg of protein, respectively). The F205G mutant formed catechol (0.52 nmol/min/mg of protein), resorcinol (0.090 nmol/min/mg of protein), and hydroquinone (0.070 nmol/min/mg of protein) from phenol, whereas wild-type ToMO formed only catechol (1.5 nmol/min/mg of protein). Both the I100Q mutant and the M180T/E284G mutant formed hydroquinone (1.2 and 0.040 nmol/min/mg of protein, respectively) and catechol (0.28 and 2.0 nmol/min/mg of protein, respectively) from phenol. Dihydroxybenzenes were further oxidized to trihydroxybenzenes with different regiospecificities; for example, the I100Q mutant formed 1,2,4-THB from catechol, whereas wild-type ToMO formed 1,2,3-THB (pyrogallol). Regiospecific oxidation of the natural substrate toluene was also checked; for example, the I100Q mutant formed 22% o-cresol, 44% m-cresol, and 34% p-cresol, whereas wild-type ToMO formed 32% o-cresol, 21% m-cresol, and 47% p-cresol."
15184572,Rhodococcus opacus expresses the xsc gene to utilize taurine as a carbon source or as a nitrogen source but not as a sulfur source.,10.1099/mic.0.27077-0,"The Gram-positive bacteria Rhodococcus opacus ISO-5 and Rhodococcus sp. RHA1 utilized taurine (2-aminoethanesulfonate) as the sole source of carbon or of nitrogen or of sulfur for growth. Different gene clusters and enzymes were active under these different metabolic situations. Under carbon- or nitrogen-limited conditions three enzymes were induced, though to different levels: taurine-pyruvate aminotransferase (Tpa), alanine dehydrogenase (Ald) and sulfoacetaldehyde acetyltransferase (Xsc). The specific activities of these enzymes in R. opacus ISO-5 were sufficient to explain the growth rates under the different conditions. These three enzymes were purified and characterized, and the nature of each reaction was confirmed. Analyses of the genome of Rhodococcus sp. RHA1 revealed a gene cluster, tauR-ald-tpa, putatively encoding regulation and oxidation of taurine, located 20 kbp from the xsc gene and separate from two candidate phosphotransacetylase (pta) genes, as well as many candidate ABC transporters (tauBC). PCR primers allowed the amplification and sequencing of the tauR-ald-tpa gene cluster and the xsc gene in R. opacus ISO-5. The N-terminal sequences of the three tested proteins matched the derived amino acid sequences of the corresponding genes. The sequences of the four genes found in each Rhodococcus strain shared high degrees of identity (>95 % identical positions). RT-PCR studies proved transcription of the xsc gene when taurine was the source of carbon or of nitrogen. Under sulfur-limited conditions no xsc mRNA was generated and no Xsc was detected. Taurine dioxygenase (TauD), the enzyme catalysing the anticipated desulfonative reaction when taurine sulfur is assimilated, was presumed to be present because oxygen-dependent taurine disappearance was demonstrated with taurine-grown cells only. A putative tauD gene (with three other candidates) was detected in strain ISO-5. Regulation of the different forms of metabolism of taurine remains to be elucidated."
15187186,Diversity in chemotaxis mechanisms among the bacteria and archaea.,10.1128/MMBR.68.2.301-319.2004,"The study of chemotaxis describes the cellular processes that control the movement of organisms toward favorable environments. In bacteria and archaea, motility is controlled by a two-component system involving a histidine kinase that senses the environment and a response regulator, a very common type of signal transduction in prokaryotes. Most insights into the processes involved have come from studies of Escherichia coli over the last three decades. However, in the last 10 years, with the sequencing of many prokaryotic genomes, it has become clear that E. coli represents a streamlined example of bacterial chemotaxis. While general features of excitation remain conserved among bacteria and archaea, specific features, such as adaptational processes and hydrolysis of the intracellular signal CheY-P, are quite diverse. The Bacillus subtilis chemotaxis system is considerably more complex and appears to be similar to the one that existed when the bacteria and archaea separated during evolution, so that understanding this mechanism should provide insight into the variety of mechanisms used today by the broad sweep of chemotactic bacteria and archaea. However, processes even beyond those used in E. coli and B. subtilis have been discovered in other organisms. This review emphasizes those used by B. subtilis and these other organisms but also gives an account of the mechanism in E. coli."
15205388,The effect of isoniazid on CYP2E1- and CYP4A-mediated hydroxylation of arachidonic acid in the rat liver and kidney.,10.1124/dmd.32.7.727,"Cytochrome P450 (P450) bioactivation of arachidonic acid to hydroxyeicosatetraenoic acids (HETEs) has been reported to be isoform- and tissue-specific. To determine whether altered P450 expression affects the production of these metabolites, the formation of HETEs after isoniazid-mediated CYP2E1 induction was evaluated in the rat liver and kidney. Male Sprague-Dawley rats received isoniazid (200 mg/kg) or saline intraperitoneally once daily for 5 days. Chlorzoxazone, lauric acid, and arachidonic acid hydroxylation was measured in liver and kidney microsomes with and without preincubation with the specific CYP2E1 inhibitor, trans-1,2-dichloroethylene (DCE). P450 isoform content and tissue HETE metabolite concentrations were also determined. Isoniazid increased CYP2E1 protein, and the 6-hydroxychlorzoxazone formation rate was increased by 2.7 +/- 0.3- and 2.2 +/- 0.5-fold in liver and kidney, respectively. Formation of 19-HETE and 11-hydroxylauric acid was induced 2.3 +/- 0.6-fold and 2.2 +/- 0.4-fold in the liver, respectively, with no difference in the kidney. All of the induced activities were attenuated by DCE. An unanticipated decrease in liver CYP4A expression and in vitro 20-HETE formation rate was observed after isoniazid administration. Isoniazid decreased liver and kidney 20-HETE content to 34 +/- 10% and 15.6 +/- 5.3% of control, respectively, without significantly altering tissue 19-HETE concentration. Based on these findings, we conclude that under induced conditions, CYP2E1 is a primary enzyme involved in liver, but not kidney, formation of 19-HETE. In addition, formation of both CYP4A and 20-HETE is reduced in the liver by isoniazid. It was also demonstrated that tissue concentrations parallel in vitro inhibited formation rates for 20-HETE, but not the induced 19-HETE formation in the liver."
15231405,Xanthohumol and related prenylflavonoids from hops and beer: to your good health!,10.1016/j.phytochem.2004.04.025,"Xanthohumol (3'-[3,3-dimethyl allyl]-2',4',4-trihydroxy-6'-methoxychalcone) is the principal prenylated flavonoid of the female inflorescences of the hop plant ('hops'), an ingredient of beer. Human exposure to xanthohumol and related prenylflavonoids, such as 8-prenylnaringenin and isoxanthohumol, is primarily through beer consumption. Xanthohumol has been characterized a 'broad-spectrum' cancer chemopreventive agent in in vitro studies, while 8-prenylnaringenin enjoys fame as the most potent phytoestrogen known to date. These biological activities suggest that prenylflavonoids from hops have potential for application in cancer prevention programs and in prevention or treatment of (post-)menopausal 'hot flashes' and osteoporosis. Xanthohumol and 8-prenylnaringenin are metabolized into many flavonoid derivatives with modified 3,3-dimethyl allyl (prenyl) moieties. Xanthohumol is formed in lupulin glands by a specialized branch of flavonoid biosynthesis that involves prenylation and O-methylation of the polyketide intermediate chalconaringenin. Although a lupulin gland-specific chalcone synthase is known, the aromatic prenyltransferase and O-methyltransferase participating in xanthohumol have not been identified. The prenylflavonoid pathway is a possible target for breeding or biotechnological modification of hops with the aim of increasing xanthohumol levels for beer brewing and 8-prenylnaringenin levels for pharmaceutical production."
15261671,Cargo recognition during clathrin-mediated endocytosis: a team effort.,10.1016/j.ceb.2004.06.001,Transmembrane proteins destined to endosomes are selectively accumulated in clathrin-coated pits at the plasma membrane and rapidly internalized in clathrin-coated vesicles. The recognition of specific sequence motifs in transmembrane cargo by coated-pit proteins confers specificity on the endocytic process. Interaction of membrane cargo with the clathrin adaptor protein complex AP-2 is the major mechanism of cargo sorting into coated pits in mammalian cells. Recent studies have revealed a variety of alternative mechanisms of cargo recruitment involving additional adaptor proteins. These alternative mechanisms appear to be particularly important during clathrin-mediated endocytosis of signaling receptors.
15280363,Arabidopsis CYP735A1 and CYP735A2 encode cytokinin hydroxylases that catalyze the biosynthesis of trans-Zeatin.,10.1074/jbc.M406337200,"Cytokinins (CKs), a group of phytohormones, are adenine derivatives that carry either an isoprene-derived or an aromatic side chain at the N(6) terminus. trans-Zeatin (tZ), an isoprenoid CK, is assumed to play a central physiological role because of its general occurrence and high activity in bioassays. Although hydroxylation of isopentenyladenine-type CKs is a key step of tZ biosynthesis, the catalyzing enzyme has not been characterized yet. Here we demonstrate that CYP735A1 and CYP735A2 are cytochrome P450 monooxygenases (P450s) that catalyze the biosynthesis of tZ. We identified the genes from Arabidopsis using an adenosine phosphate-isopentenyltransferase (AtIPT4)/P450 co-expression system in yeast. Co-expression of AtIPT4 and CYP735A enabled yeast to excrete tZ and the nucleosides to the culture medium. In vitro, both CYP735As preferentially utilized isopentenyladenine nucleotides rather than the nucleoside and free base forms and produced tZ nucleotides but not the cis-isomer. The expression of CYP735A1 and CYP735A2 was differentially regulated in terms of organ specificity and response to CK. Root-specific induction of CYP735A2 expression by CK suggests that the trans-hydroxylation is involved in the regulation of CK metabolism and signaling in roots."
15292141,Isoleucine biosynthesis in Leptospira interrogans serotype lai strain 56601 proceeds via a threonine-independent pathway.,10.1128/JB.186.16.5400-5409.2004,"Three leuA-like protein-coding sequences were identified in Leptospira interrogans. One of these, the cimA gene, was shown to encode citramalate synthase (EC 4.1.3.-). The other two encoded alpha-isopropylmalate synthase (EC 4.1.3.12). Expressed in Escherichia coli, the citramalate synthase was purified and characterized. Although its activity was relatively low, it was strictly specific for pyruvate as the keto acid substrate. Unlike the citramalate synthase of the thermophile Methanococcus jannaschii, the L. interrogans enzyme is temperature sensitive but exhibits a much lower K(m) (0.04 mM) for pyruvate. The reaction product was characterized as (R)-citramalate, and the proposed beta-methyl-d-malate pathway was further confirmed by demonstrating that citraconate was the substrate for the following reaction. This alternative pathway for isoleucine biosynthesis from pyruvate was analyzed both in vitro by assays of leptospiral isopropylmalate isomerase (EC 4.2.1.33) and beta-isopropylmalate dehydrogenase (EC 1.1.1.85) in E. coli extracts bearing the corresponding clones and in vivo by complementation of E. coli ilvA, leuC/D, and leuB mutants. Thus, the existence of a leucine-like pathway for isoleucine biosynthesis in L. interrogans under physiological conditions was unequivocally proven. Significant variations in either the enzymatic activities or mRNA levels of the cimA and leuA genes were detected in L. interrogans grown on minimal medium supplemented with different levels of the corresponding amino acids or in cells grown on serum-containing rich medium. The similarity of this metabolic pathway in leptospires and archaea is consistent with the evolutionarily primitive status of the eubacterial spirochetes."
15292194,Crystal structure of arachidonic acid bound to a mutant of prostaglandin endoperoxide H synthase-1 that forms predominantly 11-hydroperoxyeicosatetraenoic acid.,10.1074/jbc.M403013200,"Kinetic studies and analysis of the products formed by native and mutant forms of ovine prostaglandin endoperoxide H synthase-1 (oPGHS-1) have suggested that arachidonic acid (AA) can exist in the cyclooxygenase active site of the enzyme in three different, catalytically competent conformations that lead to prostaglandin G2 (PGG2), 11R-hydroperoxyeicosatetraenoic acid (HPETE), and 15R,S-HPETE, respectively. We have identified an oPGHS-1 mutant (V349A/W387F) that forms predominantly 11R-HPETE. Thus, the preferred catalytically competent arrangement of AA in the cyclooxygenase site of this double mutant must be one that leads to 11-HPETE. The crystal structure of Co3+-protoporphyrin IX V349A/W387F oPGHS-1 in a complex with AA was determined to 3.1 A. Significant differences are observed in the positions of atoms C-3, C-4, C-5, C-6, C-10, C-11, and C-12 of bound AA between native and V349A/W387F oPGHS-1; in comparison, the positions of the side chains of cyclooxygenase active site residues are unchanged. The structure of the double mutant presented here provides structural insight as to how Val349 and Trp387 help position C-9 and C-11 of AA so that the incipient 11-peroxyl radical intermediate is able to add to C-9 to form the 9,11 endoperoxide group of PGG2. In the V349A/W387F oPGHS-1.AA complex the locations of C-9 and C-11 of AA with respect to one another make it difficult to form the endoperoxide group from the 11-hydroperoxyl radical. Therefore, the reaction apparently aborts yielding 11R-HPETE instead of PGG2. In addition, the observed differences in the positions of carbon atoms of AA bound to this mutant provides indirect support for the concept that the conformer of AA shown previously to be bound within the cyclooxygenase active site of native oPGHS-1 is the one that leads to PGG2."
15294827,Molecular identification of the catabolic vinyl chloride reductase from Dehalococcoides sp. strain VS and its environmental distribution.,10.1128/AEM.70.8.4880-4888.2004,"Reductive dehalogenation of vinyl chloride (VC) to ethene is the key step in complete anaerobic degradation of chlorinated ethenes. VC-reductive dehalogenase was partially purified from a highly enriched culture of the VC-respiring Dehalococcoides sp. strain VS. The enzyme reduced VC and all dichloroethene (DCE) isomers, but not tetrachloroethene (PCE) or trichloroethene (TCE), at high rates. By using reversed genetics, the corresponding gene (vcrA) was isolated and characterized. Based on the predicted amino acid sequence, VC reductase is a novel member of the family of corrinoid/iron-sulfur cluster containing reductive dehalogenases. The vcrA gene was found to be cotranscribed with vcrB, encoding a small hydrophobic protein presumably acting as membrane anchor for VC reductase, and vcrC, encoding a protein with similarity to transcriptional regulators of the NosR/NirI family. The vcrAB genes were subsequently found to be present and expressed in other cultures containing VC-respiring Dehalococcoides organisms and could be detected in water samples from a field site contaminated with chlorinated ethenes. Therefore, the vcrA gene identified here may be a useful molecular target for evaluating, predicting, and monitoring in situ reductive VC dehalogenation."
15298336,Transcriptional networks controlling pancreatic development and beta cell function.,10.1007/s00125-004-1368-9,"Transcription factors provide the genetic instructions that drive pancreatic development and enable mature beta cells to function properly. To understand fully how this is accomplished, it is necessary to unravel the regulatory networks formed by transcription factors acting on their genomic targets. This article discusses recent advances in our understanding of how transcriptional networks control early pancreas organogenesis, embryonic endocrine cell formation and the differentiated function of adult beta cells. We discuss how mutations in several transcription factor genes involved in such networks cause Maturity onset diabetes of the young (MODY). Finally, we propose that pancreatic gene programs might be manipulated to generate beta cells or to enhance the function of existing beta cells, thereby providing a possible treatment of different forms of diabetes."
15299125,"Characterization of a root-specific Arabidopsis terpene synthase responsible for the formation of the volatile monoterpene 1,8-cineole.",10.1104/pp.104.044388,"Arabidopsis is emerging as a model system to study the biochemistry, biological functions, and evolution of plant terpene secondary metabolism. It was previously shown that the Arabidopsis genome contains over 30 genes potentially encoding terpene synthases (TPSs). Here we report the characterization of a monoterpene synthase encoded by two identical, closely linked genes, At3g25820 and At3g25830. Transcripts of these genes were detected almost exclusively in roots. An At3g25820/At3g25830 cDNA was expressed in Escherichia coli, and the protein thus produced was shown to catalyze the formation of 10 volatile monoterpenes from geranyl diphosphate, with 1,8-cineole predominating. This protein was therefore designated AtTPS-Cin. The purified recombinant AtTPS-Cin displayed similar biochemical properties to other known monoterpene synthases, except for a relatively low K(m) value for geranyl diphosphate of 0.2 microm. At3g25820/At3g25830 promoter activity, measured with a beta-glucuronidase (GUS) reporter gene, was primarily found in the epidermis, cortex, and stele of mature primary and lateral roots, but not in the root meristem or the elongation zone. Although the products of AtTPS-Cin were not detected by direct extraction of plant tissue, the recent report of 1,8-cineole as an Arabidopsis root volatile (Steeghs M, Bais HP, de Gouw J, Goldan P, Kuster W, Northway M, Fall R, Vivanco JM [2004] Plant Physiol 135: 47-58) suggests that the enzyme products may be released into the rhizosphere rather than accumulated. Among Arabidopsis TPSs, AtTPS-Cin is most similar to the TPS encoded by At3g25810, a closely linked gene previously shown to be exclusively expressed in flowers. At3g25810 TPS catalyzes the formation of a set of monoterpenes that is very similar to those produced by AtTPS-Cin, but its major products are myrcene and (E)-beta-ocimene, and it does not form 1,8-cineole. These data demonstrate that divergence of organ expression pattern and product specificity are ongoing processes within the Arabidopsis TPS family."
15304505,Structural analysis of the sulfotransferase (3-o-sulfotransferase isoform 3) involved in the biosynthesis of an entry receptor for herpes simplex virus 1.,10.1074/jbc.M405013200,"Heparan sulfate (HS) plays essential roles in assisting herpes simplex virus infection and other biological processes. The biosynthesis of HS includes numerous specialized sulfotransferases that generate a variety of sulfated saccharide sequences, conferring the selectivity of biological functions of HS. We report a structural study of human HS 3-O-sulfotransferase isoform 3 (3-OST-3), a key sulfotransferase that transfers a sulfuryl group to a specific glucosamine in HS generating an entry receptor for herpes simplex virus 1. We have obtained the crystal structure of 3-OST-3 at 1.95 A in a ternary complex with 3'-phosphoadenosine 5'-phosphate and a tetrasaccharide substrate. Mutational analyses were also performed on the residues involved in the binding of the substrate. Residues Gln255 and Lys368 are essential for the sulfotransferase activity and lie within hydrogen bonding distances to the carboxyl and sulfo groups of the uronic acid unit. These residues participate in the substrate recognition of 3-OST-3. This structure provides atomic level evidence for delineating the substrate recognition and catalytic mechanism for 3-OST-3."
15314242,An aminoacyl-tRNA synthetase that specifically activates pyrrolysine.,10.1073/pnas.0405362101,"Pyrrolysine, the 22nd cotranslationally inserted amino acid, was found in the Methanosarcina barkeri monomethylamine methyltransferase protein in a position that is encoded by an in-frame UAG stop codon in the mRNA. M. barkeri encodes a special amber suppressor tRNA (tRNA(Pyl)) that presumably recognizes this UAG codon. It was reported that Lys-tRNA(Pyl) can be formed by the aminoacyl-tRNA synthetase-like M. barkeri protein PylS [Srinivasan, G., James, C. M. & Krzycki, J. A. (2002) Science 296, 1459-1462], whereas a later article showed that Lys-tRNA(Pyl) is synthesized by the combined action of LysRS1 and LysRS2, the two different M. barkeri lysyl-tRNA synthetases. Pyrrolysyl-tRNA(Pyl) formation was presumed to result from subsequent modification of lysine attached to tRNA(Pyl). To investigate whether pyrrolysine can be directly attached to tRNA(Pyl) we chemically synthesized pyrrolysine. We show that PylS is a specialized aminoacyl-tRNA synthetase for charging pyrrolysine to tRNA(Pyl); lysine and tRNA(Lys) are not substrates of the enzyme. In view of the properties of PylS we propose to name this enzyme pyrrolysyl-tRNA synthetase. In contrast, the LysRS1:LysRS2 complex does not recognize pyrrolysine and charges tRNA(Pyl) with lysine. These in vitro data suggest that Methanosarcina cells have two pathways for acylating the suppressor tRNA(Pyl). This would ensure efficient translation of the in-frame UAG codon in case of pyrrolysine deficiency and safeguard the biosynthesis of the proteins whose genes contain this special codon."
15318166,Enteropathogenic Escherichia coli activates the RhoA signaling pathway via the stimulation of GEF-H1.,10.1038/sj.emboj.7600359,"Enteropathogenic Escherichia coli delivers a subset of effectors into host cells via a type III secretion system, and this step is required for the progression of disease. Here, we show that the type III effectors, EspG and its homolog Orf3, trigger actin stress fiber formation and the destruction of the microtubule networks beneath adherent bacteria. Both effectors were shown to possess the ability to interact with tubulins, and to stimulate microtubule destabilization in vitro. A recent study showed that microtubule-bound GEF-H1, a RhoA-specific guanine nucleotide exchange factor, was converted to its active form by microtubule destabilization, and this sequence of events resulted in RhoA stimulation. Indeed, EspG- and Orf3-induced stress fiber formation was inhibited by the expression of dominant-negative forms of GEF-H1 and RhoA, but not of Rac1 and Cdc42, and by treatment with a ROCK inhibitor. These results indicate that the impact of EspG/Orf3 on microtubule networks triggers the activation of the RhoA-ROCK signaling pathway via GEF-H1 activity. This report reveals for the first time that a pathogen can exploit the host factor GEF-H1."
15338053,Angiogenesis and signal transduction in endothelial cells.,10.1007/s00018-004-4070-7,"Endothelial cells receive multiple information from their environment that eventually leads them to progress along all the stages of the process of formation of new vessels. Angiogenic signals promote endothelial cell proliferation, increased resistance to apoptosis, changes in proteolytic balance, cytoskeletal reorganization, migration and, finally, differentiation and formation of a new vascular lumen. We aim to review herein the main signaling cascades that become activated in angiogenic endothelial cells as well as the opportunities of modulating angiogenesis through pharmacological interference with these signaling mechanisms. We will deal mainly with the mitogen-activated protein kinases pathway, which is very important in the transduction of proliferation signals; the phosphatidylinositol-3-kinase/protein kinase B signaling system, particularly essential for the survival of the angiogenic endothelium; the small GTPases involved in cytoskeletal reorganization and migration; and the kinases associated to focal adhesions which contribute to integrate the pathways from the two main sources of angiogenic signals, i.e. growth factors and the extracellular matrix."
15340795,Sulfoacetate generated by Rhodopseudomonas palustris from taurine.,10.1007/s00203-004-0678-0,"Genes thought to encode (a) the regulator of taurine catabolism under carbon-limiting or nitrogen-limiting conditions and (b) taurine dehydrogenase were found in the genome of Rhodopseudomonas palustris. The organism utilized taurine quantitatively as a sole source of nitrogen (but not of carbon) for aerobic and photoheterotrophic growth. No sulfate was released, and the C-sulfonate bond was recovered stoichiometrically as sulfoacetate, which was identified by mass spectrometry. An inducible sulfoacetaldehyde dehydrogenase was detected. R. palustris thus contains a pathway to generate a natural product that was previously believed to be formed solely from sulfoquinovose."
15342621,N-glucosylation of cytokinins by glycosyltransferases of Arabidopsis thaliana.,10.1074/jbc.M409569200,"Cytokinins are plant hormones that can be glucosylated to form O-glucosides and N-glucosides. The glycoconjugates are inactive and are thought to play a role in homeostasis of the hormones. Although O-glucosyltransferases have been identified that recognize cytokinins, the enzymes involved in N-glucosylation have not been identified even though the process has been recognized for many years. This study utilizes a screening strategy in which 105 recombinant glycosyltransferases (UGTs) of Arabidopsis have been analyzed for catalytic activity toward the classical cytokinins: trans-zeatin, dihydrozeatin, N(6)-benzyladenine, N(6)-isopentenyladenine, and kinetin. Five UGTs were identified in the screen. UGT76C1 and UGT76C2 recognized all cytokinins and glucosylated the hormones at the N(7) and N(9) positions. UGT85A1, UGT73C5, and UGT73C1 recognized trans-zeatin and dihydrozeatin, which have an available hydroxyl group for glucosylation and formed the O-glucosides. The biochemical characteristics of the N-glucosyltransferases were analyzed, and highly effective inhibitors of their activities were identified. Constitutive overexpression of UGT76C1 in transgenic Arabidopsis confirmed that the recombinant enzyme functioned in vivo to glucosylate cytokinin applied to the plant. The role of the N-glucosyltransferases in cytokinin metabolism is discussed."
15346763,Nucleotide sequence of a portion of the camphor-degrading gene cluster from Rhodococcus sp. NCIMB 9784.,10.1080/10425170310001656765,"Rhodococcus sp. NCIMB 9784 is a camphor-degrading Gram-positive organism originally isolated from activated sewage sludge. A 5.4kbp portion of a proposed camphor degradation gene cluster from this organism was cloned and its nucleotide sequence determined. Four open reading frames (ORFs) were identified encoding proteins possibly involved in camphor metabolism; sequence alignment of the translation products suggested that the ORFs encode for a ferredoxin reductase, acyl-CoA ligase, epimerase and an acyl-CoA dehydrogenase. The last three activities are thought to be involved in the poorly understood late stage of camphor degradation. Our findings are entirely consistent with the proposed formation of a branched 9-carbon acid intermediate (3,4,4-trimethyl-5-oxo-trans-2-hexenoic acid) which has been isolated from the fermentation broth of camphor-grown cells."
15350605,Genomics view of gonadotrope signaling circuits.,10.1016/j.tem.2004.07.008,"Gonadotropin-releasing hormone (GnRH) binds to the pituitary GnRH receptor to activate signal transduction cascades that ultimately modulate gonadotropin biosynthesis. Comprehensive studies of the GnRH-activated gene program in the LbetaT2 gonadotrope cell line have greatly increased our knowledge of the number of early and intermediate gene transcripts that are modulated by GnRH. Among the classes of gene induced are several whose protein products provide feedback to various levels of signaling pathways, suggesting that gene induction forms an integral component of signal transduction and contributes to longer-timescale feedback and feedforward loops. High-throughput quantitative genomic studies, mathematical modeling and biochemical studies are beginning to delineate the organization and function of the signal-decoding and logic circuit modules of the gonadotrope's signal transduction network."
15350618,Phantom encodes the 25-hydroxylase of Drosophila melanogaster and Bombyx mori: a P450 enzyme critical in ecdysone biosynthesis.,10.1016/j.ibmb.2004.06.009,"We have reported recently the identification and characterization of the last three mitochondrial cytochrome P450 enzymes (CYP) controlling the biosynthesis of 20-hydroxyecdysone, the molting hormone of insects. These are encoded by the following genes: disembodied (dib, Cyp302a1, the 22-hydroxylase); shadow (sad, Cyp315a1, the 2-hydroxylase); and shade (shd, Cyp314a1, the 20-hydroxylase). Employing similar gene identification and transfection techniques and subsequent biochemical analysis of the expressed enzymatic activity, we report the identity of the Drosophila gene phantom (phm), located at 17D1 of the X chromosome, as encoding the microsomal 25-hydroxylase (Cyp306a1). Similar analysis following differential display-based gene identification has also resulted in the characterization of the corresponding 25-hydroxylase gene in Bombyx mori. Confirmation of 2,22,25-trideoxyecdysone (3beta,5beta-ketodiol) conversion to 2,22-dideoxyecdysone (3beta,5beta-ketotriol) mediated by either Phm enzyme employed LC, MS and definitive NMR analysis. In situ developmental gene analysis, in addition to northern, western and RT-PCR techniques during Drosophila embryonic, larval and adult development, are consistent with this identification. That is, strong expression of phm is restricted to the prothoracic gland cells of the Drosophila larval ring gland, where it undergoes dramatic changes in expression, and in the adult ovary, but also in the embryonic epidermis. During the last larval-larval transition in Bombyx, a similar expression pattern in the prothoracic gland is observed, but as in Drosophila, slight expression is also present in other tissues, suggesting a possible additional role for the phantom enzyme."
15353801,Reverse methanogenesis: testing the hypothesis with environmental genomics.,10.1126/science.1100025,"Microbial methane consumption in anoxic sediments significantly impacts the global environment by reducing the flux of greenhouse gases from ocean to atmosphere. Despite its significance, the biological mechanisms controlling anaerobic methane oxidation are not well characterized. One current model suggests that relatives of methane-producing Archaea developed the capacity to reverse methanogenesis and thereby to consume methane to produce cellular carbon and energy. We report here a test of the ""reverse-methanogenesis"" hypothesis by genomic analyses of methane-oxidizing Archaea from deep-sea sediments. Our results show that nearly all genes typically associated with methane production are present in one specific group of archaeal methanotrophs. These genome-based observations support previous hypotheses and provide an informed foundation for metabolic modeling of anaerobic methane oxidation."
15355237,The mevalonate pathway and the synthesis of juvenile hormone in insects.,10.1146/annurev.ento.50.071803.130356,"The mevalonate pathway in insects has two important peculiarities, the absence of the sterol branch and the synthesis of juvenile hormone (JH), that may have influenced the mechanisms of regulation. The data available on these mechanisms indicate that cholesterol does not play a regulatory role and that JH modulates transcript levels of a number of genes of the mevalonate pathway or can influence the translatability and/or stability of the transcripts themselves. These data suggest that the mevalonate pathway in insects can best be interpreted in terms of coordinated regulation, in which regulators act in parallel to a number of enzymes, as occurs in the cholesterol-driven pathway in vertebrates."
